dump_addr,size,name,status,confidence,evidence
0x0800ADF8,40,lkbt51_send_conn_evt_ack,agreed,high,B align match; entry=bl; callgraph 1/1; opsim=0.79; gcc13 ref agrees (lkbt51_send_conn_evt_ack); A caller-vote agrees (lkbt51_send_conn_evt_ack)
0x0800AE20,56,lkbt51_read_state_reg,agreed,high,A fuzzy-anchored 0.76; B align match; opsim=0.84; gcc13 ref agrees (lkbt51_read_state_reg)
0x0800AE58,48,lkbt51_update_bat_state,agreed,high,B align match; entry=bl; callgraph 1/1; opsim=0.82; gcc13 ref agrees (lkbt51_update_bat_state); A caller-vote agrees (lkbt51_update_bat_state)
0x0800AE88,52,lkbt51_set_param,agreed,high,B align match; entry=bl; callgraph 1/2; opsim=0.53; gcc13 ref agrees (lkbt51_set_param); A caller-vote agrees (lkbt51_set_param)
0x0800AEBC,60,lkbt51_set_local_name,agreed,high,B align match; entry=bl; callgraph 1/2; opsim=0.73; gcc13 ref agrees (lkbt51_set_local_name); A caller-vote agrees (lkbt51_set_local_name)
0x0800AEF8,52,lkbt51_factory_reset,agreed,high,A fuzzy-anchored 0.81; B align match; entry=bl; callgraph 2/2; opsim=0.89
0x0800AF2C,48,lkbt51_int_pin_test,agreed,high,A fuzzy-anchored 0.70; B align match; opsim=0.82; gcc13 ref agrees (lkbt51_int_pin_test)
0x0800AF5C,48,lkbt51_radio_test,agreed,high,A fuzzy-anchored 0.78; B align match; opsim=0.82; gcc13 ref agrees (lkbt51_radio_test)
0x0800AF8C,124,lkbt51_dfu_tx,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/3; opsim=1.00; gcc13 ref agrees (lkbt51_dfu_tx)
0x0800B008,648,lkbt51_task,agreed,high,A fuzzy 0.89; B align match; entry=ptr; callgraph 7/8; opsim=0.93
0x0800B290,152,lkbt51_dfu_rx,agreed,high,A fuzzy-anchored 0.90; B align match; entry=bl; callgraph 2/2; opsim=0.96
0x0800B328,44,indicator_init,agreed,high,A fuzzy-anchored 0.75; B align match; entry=bl; callgraph 3/3; opsim=0.79; gcc13 ref agrees (indicator_init)
0x0800B354,18,indicator_enable,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00; gcc13 ref agrees (indicator_enable)
0x0800B366,4,indicator_disable,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800B36A,14,indicator_is_enabled,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00; gcc13 ref agrees (indicator_is_enabled)
0x0800B378,36,indicator_eeconfig_reload,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 5/5; opsim=1.00; gcc13 ref agrees (indicator_eeconfig_reload)
0x0800B39C,40,indicator_is_running,agreed,high,A fuzzy-anchored 0.67; B align match; entry=bl; callgraph 2/2; opsim=0.73; gcc13 ref agrees (indicator_is_running)
0x0800B3C4,40,indicator_stop,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 4/4; opsim=1.00; gcc13 ref agrees (indicator_stop)
0x0800B3EC,52,indicator_battery_low_enable,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 6/6; opsim=1.00
0x0800B420,116,indicator_battery_low_backlit_enable,agreed,medium,A fuzzy-anchored 0.60; B align match; entry=bl; callgraph 8/8; opsim=0.73
0x0800B494,48,os_state_indicate,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 5/5; opsim=1.00; gcc13 ref agrees (os_state_indicate)
0x0800B4C4,268,rgb_matrix_indicators_bt,agreed,high,A fuzzy-anchored 0.81; B align match; entry=bl; callgraph 11/11; opsim=0.88; gcc13 ref agrees (rgb_matrix_indicators_bt)
0x0800B5D0,220,indicator_timer_cb,agreed,high,A fuzzy-anchored 0.87; B align match; entry=bl; callgraph 6/6; opsim=0.92
0x0800B6AC,340,indicator_set,agreed,high,A fuzzy-anchored 1.00; B align match; entry=bl; callgraph 10/10; opsim=1.00; gcc13 ref agrees (indicator_set)
0x0800B800,28,rgb_matrix_none_indicators_kb,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00; gcc13 ref agrees (rgb_matrix_none_indicators_kb)
0x0800B81C,16,rgb_matrix_driver_allow_shutdown,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 4/4; opsim=1.00; gcc13 ref agrees (rgb_matrix_driver_allow_shutdown)
0x0800B82C,176,indicator_battery_low,agreed,high,A fuzzy-anchored 0.95; B align match; callgraph 3/3; opsim=0.95
0x0800B8DC,64,indicator_task,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 5/5; opsim=1.00
0x0800B91C,84,led_update_kb,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 11/11; opsim=1.00; gcc13 ref agrees (led_update_kb)
0x0800B970,2,wireless_post_task,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800B972,30,wireless_tasks,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 6/6; opsim=1.00
0x0800B990,104,bt_transport_enable,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 7/7; opsim=1.00; gcc13 ref agrees (bt_transport_enable)
0x0800B9F8,104,p24g_transport_enable,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 7/7; opsim=1.00
0x0800BA60,60,usb_transport_enable,agreed,high,A fuzzy 0.86; B align match; entry=bl; callgraph 2/2; opsim=0.93; gcc13 ref agrees (usb_transport_enable)
0x0800BA9C,280,set_transport,agreed,high,A fuzzy 0.85; B align match; callgraph 14/14; opsim=0.92
0x0800BBB4,12,get_transport,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 13/13; opsim=1.00
0x0800BBC0,112,usb_remote_wakeup,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 9/9; opsim=1.00
0x0800BC30,64,select_all_cols,agreed,high,A fuzzy 0.86; B align match; entry=bl; callgraph 2/2; opsim=0.90; gcc13 ref agrees (select_all_cols)
0x0800BC70,28,lpm_timer_reset,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 7/7; opsim=1.00; gcc13 ref agrees (lpm_timer_reset)
0x0800BC8C,24,lpm_init,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800BCA4,20,lpm_timer_stop,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00; gcc13 ref agrees (lpm_timer_stop)
0x0800BCB8,16,usb_power_connected,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 4/4; opsim=1.00; gcc13 ref agrees (usb_power_connected)
0x0800BCC8,260,pre_enter_low_power_mode,agreed,high,A fuzzy-anchored 1.00; B align match; entry=bl; callgraph 8/8; opsim=1.00; gcc13 ref agrees (pre_enter_low_power_mode)
0x0800BDCC,456,lpm_task,agreed,high,A exact 1.00; B align match; callgraph 23/23; opsim=1.00
0x0800BF94,96,lpm_set,agreed,high,A fuzzy-anchored 0.93; B align match; entry=bl; callgraph 2/2; opsim=0.97; gcc13 ref agrees (lpm_set)
0x0800BFF4,100,enter_power_mode,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00; gcc13 ref agrees (enter_power_mode)
0x0800C058,16,battery_init,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800C068,2,battery_stop,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800C06A,10,battery_measure,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=0.86
0x0800C074,120,battery_calculate_voltage,agreed,high,B align match; entry=bl; callgraph 2/2; opsim=0.93; gcc13 ref agrees (battery_calculate_voltage); A caller-vote agrees (battery_calculate_voltage)
0x0800C0EC,88,battery_get_percentage,agreed,high,B align match; entry=bl; callgraph 2/2; opsim=0.85; gcc13 ref agrees (battery_get_percentage); A caller-vote agrees (battery_get_percentage)
0x0800C144,20,battery_is_empty,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00; gcc13 ref agrees (battery_is_empty)
0x0800C158,20,battery_is_critical_low,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 9/9; opsim=1.00; gcc13 ref agrees (battery_is_critical_low)
0x0800C16C,64,battery_check_empty,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800C1AC,52,battery_check_critical_low,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00; gcc13 ref agrees (battery_check_critical_low)
0x0800C1E0,204,battery_task,agreed,high,A fuzzy-anchored 0.97; B align match; entry=bl; callgraph 13/13; opsim=0.97
0x0800C2AC,88,bat_level_animiation_start,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800C304,16,bat_level_animiation_actived,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00; gcc13 ref agrees (bat_level_animiation_actived)
0x0800C314,124,bat_level_animiation_indicate,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/3; opsim=1.00; gcc13 ref agrees (bat_level_animiation_indicate)
0x0800C390,172,bat_level_animiation_update,agreed,high,A exact 1.00; B align match; callgraph 5/5; opsim=1.00; gcc13 ref agrees (bat_level_animiation_update)
0x0800C43C,48,bat_level_animiation_task,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (bat_level_animiation_task)
0x0800C46C,28,rtc_timer_clear,agreed,high,A fuzzy-anchored 0.74; B align match; entry=bl; callgraph 2/2; opsim=0.82; gcc13 ref agrees (rtc_timer_clear)
0x0800C488,4,rtc_timer_init,agreed,high,A exact-ambiguous 1.00; B align match; opsim=1.00
0x0800C48C,28,rtc_timer_read_ms,B-only,high,B align match; entry=bl; callgraph 4/4; opsim=0.82; gcc13 ref agrees (rtc_timer_read_ms)
0x0800C4A8,12,rtc_timer_elapsed_ms,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800C4B4,152,process_record_keychron_wireless,agreed,high,A fuzzy-anchored 0.91; B align match; callgraph 6/6; opsim=0.98
0x0800C54C,72,lkbt51_param_init,agreed,high,A fuzzy-anchored 0.78; B align match; entry=bl; callgraph 4/4; opsim=0.92; gcc13 ref agrees (lkbt51_param_init)
0x0800C594,4,wireless_enter_reset_kb,B-only,high,B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800C598,44,wireless_enter_disconnected_kb,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 4/5; opsim=1.00
0x0800C5C4,40,keychron_wireless_common_task,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (keychron_wireless_common_task)
0x0800C5EC,176,wireless_pre_task,agreed,high,A fuzzy-anchored 0.91; B align match; entry=bl; callgraph 4/4; opsim=0.99
0x0800C69C,4,process_record_keychron_kb,B-only,high,B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800C6A0,38,process_record_keychron,agreed,high,A fuzzy-anchored 0.69; B align match; callgraph 3/3; opsim=0.69; gcc13 ref agrees (process_record_keychron)
0x0800C6C6,14,rgb_matrix_indicators_keychron,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/3; opsim=1.00
0x0800C6D4,20,keychron_task,agreed,high,A exact 1.00; B align match; callgraph 4/4; opsim=1.00
0x0800C6E8,26,process_record_kb,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00; gcc13 ref agrees (process_record_kb)
0x0800C702,18,rgb_matrix_indicators_kb,B-only,high,B align match; entry=bl; callgraph 2/3; opsim=0.62; gcc13 ref agrees (rgb_matrix_indicators_kb)
0x0800C714,4,housekeeping_task_kb,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800C718,8,encoder0_pad_cb,agreed,medium,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=ptr; opsim=0.80
0x0800C720,188,process_record_keychron_common,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800C7DC,52,keychron_common_task,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800C810,100,encoder_cb_init,agreed,high,A fuzzy-anchored 0.85; B align match; entry=bl; callgraph 4/4; opsim=0.76; gcc13 ref agrees (encoder_cb_init)
0x0800C874,148,via_command_kb,agreed,high,A exact 1.00; B align match; callgraph 4/5; opsim=1.00
0x0800C908,16,raw_hid_receive,agreed,high,"A exact 1.00; B align HOOK-DEFAULT: raw_hid_receive (keychron_common.c non-VIA stub, opsim 0.92 -> VIA; gcc13 ref agrees (raw_hid_receive)"
0x0800C918,16,factory_timer_start,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800C928,240,process_record_factory_test,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (process_record_factory_test)
0x0800CA18,92,factory_test_indicator,agreed,high,A fuzzy-anchored 0.95; B align match; entry=bl; callgraph 2/2; opsim=0.95; gcc13 ref agrees (factory_test_indicator)
0x0800CA74,16,factory_reset_indicating,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (factory_reset_indicating)
0x0800CA84,192,factory_test_task,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 11/11; opsim=1.00
0x0800CB44,76,factory_test_send,agreed,high,A fuzzy-anchored 0.90; B align match; entry=bl; callgraph 4/5; opsim=0.90
0x0800CB90,352,factory_test_rx,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/4; opsim=1.00
0x0800CCF0,40,dip_switch_update_user,B-only,high,"B align HOOK-DEFAULT: dip_switch_update_user (Keychron factory_test.c version, opsim 0.89); match; entry=bl;"
0x0800CD18,32,dip_switch_update_kb,agreed,high,B align match; entry=bl; callgraph 3/3; opsim=1.00; A caller-vote agrees (dip_switch_update_kb)
0x0800CD38,80,keyboard_post_init_kb,agreed,high,A fuzzy-anchored 0.84; B align match; entry=bl; callgraph 5/6; opsim=0.91
0x0800CD88,48,keychron_task_kb,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (keychron_task_kb)
0x0800CDB8,32,lpm_is_kb_idle,agreed,high,A fuzzy-anchored 0.83; B align match; entry=bl; callgraph 2/2; opsim=0.95; gcc13 ref agrees (lpm_is_kb_idle)
0x0800CDD8,2,td0_on_reset [user],agreed,high,"tap_dance_actions[0].fn.on_reset pointer 0x0800CDD9 at flash 0x080179D8 (.data init image, RAM 0x20000E7C+0x10); body 'bx lr'. A+B."
0x0800CDDA,26,td_oneshot_layer1_helper [user static],agreed,high,"tail-called (b.w) from td0_on_dance_finished@0x0800D216 and @0x0800D24C/0x0800D258 paths; layer_on(1) 0x0800DC64; set_oneshot_layer(1,ONESHOT_START=3) 0x0800E504; b.w clear_oneshot_layer_state(ONESHOT_PRESSED=1) 0x0800E548. A+B."
0x0800CDF4,10,leader_start_user [user],agreed,high,"bl from leader_start@0x08011948 (exact leader_start 0x08011940); body movs r2,#255; movs r1,#0; mov r0,r2; b.w rgb_matrix_set_color_all 0x0800FEE4 = (255,0,255). A+B."
0x0800CDFE,354,leader_end_user [user],agreed,high,bl from leader_end@0x08011984 (exact leader_end 0x0801197C); 7 leader_sequence_one_key/two_keys checks + register_code/unregister_code chains. A+B; see disasm/leader_end_user_0800CDFE.txt.
0x0800CF60,20,keyboard_post_init_user [user],agreed,high,b.w tail-call from keyboard_post_init_kb@0x0800CD76 (last insn of the 80-B v10_max.c hook); body default_layer_set(0) 0x0800DBE2 then b.w rgb_matrix_mode(16) 0x08010D40 (mode 16 = TYPING_HEATMAP per rgb_task_render tbb table). A+B.
0x0800CF74,156,rgb_matrix_indicators_advanced_user [user],agreed,high,"bl from rgb_matrix_indicators_advanced_kb@0x08010C4E (8-B kb hook); per-LED loop, biton16(layer_state|default_layer_state) tbb switch on layers 1..5, flags 0x200015DC/DD/DE. Literal pool 0x0800CFFC-0x0800D010. A+B."
0x0800D010,120,osm_indicator_helper [user static],agreed,high,b.w target of both oneshot_mods_changed_user 0x0800D088 and oneshot_locked_mods_changed_user 0x0800D08C; mods&0x22 (shift) / mods&~0x77 (GUI) -> rgb_matrix_set_color_all + flags 0x200015DE/0x200015DD. A+B.
0x0800D088,4,oneshot_mods_changed_user [user],agreed,high,bl from oneshot_mods_changed_kb@0x0800E3E6; body 'b.w 0x0800D010'. A+B.
0x0800D08C,4,oneshot_locked_mods_changed_user [user],agreed,high,bl from oneshot_locked_mods_changed_kb@0x0800E38E; body 'b.w 0x0800D010'. A+B.
0x0800D090,36,osm_lookup_helper [user static],agreed,high,called only from osm_press_handler 0x0800D0B4; walks a 2-entry table through pointer 0x200015E0 (see disasm). A+B.
0x0800D0B4,80,osm_press_handler [user static],agreed,high,"tail-called from process_record_user@0x0800D15A for pressed OSM(MOD_LSFT/LGUI/RSFT/RGUI) = 0x52A2/0x52A8/0x52B2/0x52B8; calls osm_lookup_helper, get_mods 0x0800E310, clear_oneshot_mods 0x0800E424, clear_oneshot_locked_mods 0x0800E3B0, get_oneshot_mods 0x0800E380, unregister_mods 0x0800D684. A+B."
0x0800D104,192,process_record_user [user],agreed,high,"bl from process_record_kb@0x0800C6EE (keychron_task.c, exact 26 B); literal pool to 0x0800D1C4. A+B; see disasm."
0x0800D1C4,40,td_cur_dance [user static],agreed,high,"bl from td0_on_dance_finished@0x0800D1F0; reads state->count [r0,#2], pressed/interrupted bits [r0,#4]/[r0,#5]; returns 1..4. A+B."
0x0800D1EC,112,td0_on_dance_finished [user],agreed,high,tap_dance_actions[0].fn.on_dance_finished pointer 0x0800D1ED at flash 0x080179D4; layer 1/4 logic with flags 0x200015E8/0x200015E9; literal pool to 0x0800D25C. A+B.
0x0800D25C,32,oneshot_layer_changed_user [user],agreed,high,"bl from oneshot_layer_changed_kb@0x0800E4FE; if layer==0 && flag 0x200015E9: layer_clear 0x0800DC34, layer_move(4) 0x0800DC58, flag=0. A+B."
0x0800D27C,40,keycode_at_keymap_location_raw,agreed,high,"keymap_introspection.c (compiled from the user's keymap TU): cmp r0,#5/r1,#5/r2,#17, 108 u16 per layer, literal 0x080169B8 = keymaps[]. A+B."
0x0800D2A4,4,keycode_at_keymap_location,agreed,high,b.w 0x0800D27C thunk. A+B.
0x0800D2A8,32,keycode_at_encodermap_location_raw,agreed,high,literal 0x080169A0 = encoder_map[6][1][2]; cmp #5 layers. A+B.
0x0800D2C8,4,keycode_at_encodermap_location,agreed,high,b.w 0x0800D2A8 thunk. A+B.
0x0800D2CC,4,pre_process_record_user,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800D2D0,8,pre_process_record_kb,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800D2D8,4,process_action_kb,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800D2DC,2,post_process_record_user,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800D2DE,10,post_process_record_kb,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=0.86
0x0800D2E8,76,get_event_keycode,agreed,high,B align match; callgraph 3/3; opsim=0.93; A caller-vote agrees (get_event_keycode)
0x0800D334,24,get_record_keycode,agreed,high,A fuzzy-anchored 0.78; B align match; entry=bl; callgraph 3/5; opsim=0.78; gcc13 ref agrees (get_record_keycode)
0x0800D34C,18,pre_process_record_quantum,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800D35E,18,post_process_record_quantum,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800D370,4,shutdown_user,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800D374,8,shutdown_kb,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800D37C,26,shutdown_quantum,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 4/4; opsim=1.00; gcc13 ref agrees (shutdown_quantum)
0x0800D396,16,reset_keyboard,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800D3A6,16,soft_reset_keyboard,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800D3B6,166,process_record_quantum,agreed,high,A fuzzy-anchored 0.97; B align match; entry=bl; callgraph 14/14; opsim=0.91
0x0800D45C,24,suspend_power_down_quantum,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 4/4; opsim=1.00
0x0800D474,20,suspend_wakeup_init_quantum,agreed,high,A exact 1.00; B align match; callgraph 2/2; opsim=1.00
0x0800D488,40,biton16,agreed,high,A fuzzy-anchored 0.57; B align match; entry=bl; callgraph 1/1; opsim=0.67; gcc13 ref agrees (biton16)
0x0800D4B0,2,led_set_user,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800D4B2,4,led_update_user,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800D4B6,2,led_update_ports,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800D4B8,2,led_init_ports,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800D4BA,16,led_set,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 6/6; opsim=1.00
0x0800D4CA,10,led_suspend,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800D4D4,12,led_wakeup,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00
0x0800D4E0,44,led_task,agreed,high,A exact 1.00; B align match; callgraph 3/3; opsim=1.00; gcc13 ref agrees (led_task)
0x0800D50C,64,action_exec,agreed,medium,B align match; entry=bl; callgraph 6/6; opsim=0.55; A caller-vote agrees (action_exec)
0x0800D54C,14,process_record_tap_hint,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00; gcc13 ref agrees (process_record_tap_hint)
0x0800D55A,22,register_mouse,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 3/3; opsim=1.00; gcc13 ref agrees (register_mouse)
0x0800D570,144,register_code,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 8/9; opsim=1.00
0x0800D600,114,unregister_code,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 6/7; opsim=1.00; gcc13 ref agrees (unregister_code)
0x0800D672,18,register_mods,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800D684,20,unregister_mods,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 2/2; opsim=0.92
0x0800D698,1052,process_action,agreed,high,A fuzzy-anchored 0.77; B align match; callgraph 40/40; opsim=0.92
0x0800DAB4,36,process_record_handler,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 4/4; opsim=0.96
0x0800DAD8,60,process_record,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 7/7; opsim=1.00
0x0800DB14,34,clear_keyboard_but_mods_and_keys,agreed,high,A exact 1.00; B align match; callgraph 5/5; opsim=1.00
0x0800DB36,14,clear_keyboard_but_mods,agreed,high,A exact-ambiguous 1.00; B align match; callgraph 1/1; opsim=1.00
0x0800DB44,14,clear_keyboard,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 7/7; opsim=1.00
0x0800DB52,66,is_tap_action,B-only,high,B align match; opsim=0.75; gcc13 ref agrees (is_tap_action)
0x0800DB94,24,is_tap_record,B-only,high,B align match; entry=bl; callgraph 2/2; opsim=0.89
0x0800DBAC,12,debug_event,B-only,medium,B align match; entry=bl; callgraph 1/1; opsim=0.67
0x0800DBB8,12,debug_record,agreed,medium,A fuzzy-anchored 0.50; B align match; entry=bl; callgraph 2/2; opsim=0.67
0x0800DBC4,2,default_layer_state_set_user,agreed,high,A exact-ambiguous 1.00; B align HOOK-DEFAULT: default_layer_state_set_user (2 B default); match; entry=bl; callg
0x0800DBC6,10,default_layer_state_set_kb,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=0.86
0x0800DBD0,16,default_layer_state_set,agreed,high,A exact-ambiguous 1.00; B align match; callgraph 1/1; opsim=1.00
0x0800DBE0,2,default_layer_debug,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800DBE2,6,default_layer_set,agreed,medium,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 4/4; opsim=0.67
0x0800DBE8,16,default_layer_or,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800DBF8,16,default_layer_and,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800DC08,16,default_layer_xor,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800DC18,2,layer_state_set_user,agreed,high,A exact-ambiguous 1.00; B align HOOK-DEFAULT: layer_state_set_user (2 B default; BL from layer_state_set_kb @0x0
0x0800DC1A,10,layer_state_set_kb,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=0.86
0x0800DC24,16,layer_state_set,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00
0x0800DC34,8,layer_clear,agreed,medium,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/3; opsim=0.80
0x0800DC3C,28,layer_state_is,B-only,high,no ref function (unused in ref builds); body: ldrh layer_state(0x2000162E); if 0 -> return layer==0 (clz/lsr #5) else return (layer_state >> layer) & 1 == action_layer.c layer_state_cmp() inlined into layer_state_is(); called from process_record_user and td0_on_dance_finished with layer 1/4
0x0800DC58,12,layer_move,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/3; opsim=1.00
0x0800DC64,24,layer_on,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/3; opsim=1.00; gcc13 ref agrees (layer_on)
0x0800DC7C,20,layer_off,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 2/2; opsim=1.00; gcc13 ref agrees (layer_off)
0x0800DC90,24,layer_invert,agreed,high,A exact 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00; gcc13 ref agrees (layer_invert)
0x0800DCA8,16,layer_or,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800DCB8,16,layer_and,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800DCC8,16,layer_xor,agreed,high,A exact-ambiguous 1.00 (ambiguous set resolved by B link-order/callgraph); B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800DCD8,2,layer_debug,agreed,high,A exact-ambiguous 1.00; B align match; entry=bl; callgraph 1/1; opsim=1.00
0x0800DCDA,50,update_source_layers_cache_impl,agreed,high,A fuzzy 0.87; B align match; opsim=0.87; gcc13 ref agrees (update_source_layers_cache_impl)
